评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
Yolanda,Great quality,https://www.amazon.com/gp/customer-reviews/R1YP1YTG6P5FHE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C8LVD9H9,"5.0 "," the United States "," January 4, 2025",Color: BlackSize: Large,Verified Purchase,I purchased this top to pair with some dressy pants for a social event and it was a great choice. Super cute and good quality for price. Tucked in looks the best and you could def use a think tank top under just incase it feels see through. 155 lbs 5’1 Ordered an L because I wanted the loose fit,
Christine L,Love this shirt!,https://www.amazon.com/gp/customer-reviews/R30ZYASPO522R1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C8LVD9H9,"5.0 "," the United States "," November 19, 2024",Color: BlackSize: Large,,Pretty and very flattering. Looks great casually or dressed up. Runs true to size.,
Amazon Customer,Love this too!,https://www.amazon.com/gp/customer-reviews/RN6SEXVGTHUHS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C8LVD9H9,"5.0 "," the United States "," November 9, 2024",Color: BlackSize: Large,,I love this blouse and it is flattering.,
Lang_margie,love it,https://www.amazon.com/gp/customer-reviews/R2IKJ6CRIYBBFU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C8LVD9H9,"5.0 "," the United States "," November 5, 2024",Color: BlackSize: Large,Verified Purchase,soft and comfy,
Rose A. Delloye,Top is cute enough,https://www.amazon.com/gp/customer-reviews/R3TH3PHBGIS6X4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C8LVD9H9,"3.0 "," the United States "," October 18, 2024",Color: RedSize: Medium,Verified Purchase,Pretty color but scratchy material.  I purchased a size M and it’s loose.  I’m 5’4 and 131pds,
Amy,I never wear this,https://www.amazon.com/gp/customer-reviews/R2TXKNN55YPI6H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C8LVD9H9,"3.0 "," the United States "," October 14, 2024",Color: GreenSize: Small,Verified Purchase,"I never end up wearing this shirt. While its cute, love rhe color and look of it. I have an average sized torso and this shirt is quite long. It's really hard to tuck because the fabric is think in the center where the pleated is.",
Tracie G,Strange stain on collar?,https://www.amazon.com/gp/customer-reviews/R347YVGSHCH9UD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C8LVD9H9,"1.0 "," the United States "," October 9, 2024",Color: BlueSize: Large,Verified Purchase,Is this makeup on the neckline? Or just from wear? Looks like it was a return. Do not recommend & will return.,
Ludwigia Repens… more like Rest in Peaces… dead plants,Too large,https://www.amazon.com/gp/customer-reviews/R6RSCLADARIMX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C8LVD9H9,"2.0 "," the United States "," September 20, 2024",Color: GreenSize: Medium,Verified Purchase,I bought a small. But it was tooo big. Almost like a M/L i love the color though,
Caz,Very comfortable,https://www.amazon.com/gp/customer-reviews/R1F1YNJA0AX7D8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C8LVD9H9,"5.0 "," the United States "," July 27, 2024",Color: PinkSize: Large,Verified Purchase,"Nice shirt, but very creased from being in the bag. A quick wash and iron sorted it out. Very comfortable to wear",
Ronda,Comfortable,https://www.amazon.com/gp/customer-reviews/R187EHOJGX20GN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C8LVD9H9,"5.0 "," the United States "," July 26, 2024",Color: BlackSize: Large,Verified Purchase,This blouse is comfortable and very pretty. One of my favorite shirts,2
