评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
kara,Great sweatshirt!,https://www.amazon.com/gp/customer-reviews/R308OVQ7E3PQZT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CBN1VVTX,"5.0 "," the United States "," January 15, 2025",,Verified Purchase,"I love this sweatshirt!  The color is great, and it is a tad oversized making it perfect to wear with leggings.  I grab this out of my closet often and so far it has held up great despite several washes.",
comedylover,fits oversized,https://www.amazon.com/gp/customer-reviews/R151IFSKRPGLH5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CBN1VVTX,"4.0 "," the United States "," October 28, 2024",,Verified Purchase,love this,
Kathy Cogburn,Looks cheap. Trying to get refund but seller is not sending return info,https://www.amazon.com/gp/customer-reviews/RUCMPAGTX6M69/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CBN1VVTX,"1.0 "," the United States "," May 31, 2024",,Verified Purchase,cheap. Want to return and can't get customer service or shipping label,
Lori,Oversized and comfy!,https://www.amazon.com/gp/customer-reviews/R3BGFRAQT029PR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CBN1VVTX,"4.0 "," the United States "," May 30, 2024",,Verified Purchase,"Super cute and oversized, looks great with leggings or fitted jeans!",
Saratta,Comfortable,https://www.amazon.com/gp/customer-reviews/R1NGMWKL3C1PVW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CBN1VVTX,"5.0 "," the United States "," May 19, 2024",,Verified Purchase,Love it because it's  longer in the back.,
Teresa D,Comfortable,https://www.amazon.com/gp/customer-reviews/R2500N2XC026EP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CBN1VVTX,"5.0 "," the United States "," May 3, 2024",,,"Soft and very comfortable, breathable fabric. Love the side slits and sleeve length.",
Randi Eyster,Cute,https://www.amazon.com/gp/customer-reviews/R1XKXVW0FNNJWF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CBN1VVTX,"5.0 "," the United States "," April 30, 2024",,Verified Purchase,Great free people dupe just size up for over sized look!,
Megan Bettencourt,Second time bought was a scam!!,https://www.amazon.com/gp/customer-reviews/R29EPAH7ILHQI1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CBN1VVTX,"1.0 "," the United States "," April 24, 2024",,Verified Purchase,I bought this sweater months ago and it was perfect! Soft!!! Fit perfectly! Wow so many compliments!! I decided to buy two more. The next two that anrived are completely different than the first!! Material is cheap!! Almost like costume material!!  My husband thought I ordered them from the swish App!!😂 So gross!!!,
Drew Killian,Do not buy,https://www.amazon.com/gp/customer-reviews/R1EESHAMLRUK1H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CBN1VVTX,"1.0 "," the United States "," April 22, 2024",,Verified Purchase,"This looks nothing like the picture. It’s not even the same product! The color is terrible and the fabric texture is very cheap. The proportions are wrong too, very short sleeve length, which makes me believe it’s not what’s pictured. Big scam",2
Erika Dana,Sizes vary,https://www.amazon.com/gp/customer-reviews/R293Z0C69TW23O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CBN1VVTX,"5.0 "," the United States "," April 22, 2024",,Verified Purchase,This is the third sweatshirt I’ve ordered from this brand in different colors and the cut and fabric isn’t the same. The cuffs are so tight. I can’t push them up my arms and the fabric is see-through.,
