评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
daniella franchi,Super Comfs!!,https://www.amazon.com/gp/customer-reviews/R4D1MLKSR002S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CB69N1CM,"5.0 "," the United States "," January 19, 2025",Size: MediumColor: 1-light Gray,Verified Purchase,So comfortable! Well Made!  Washed and dried several times and still holding strong months later!!  Love these in the warmer weather and even in the winter (with thermals underneath)!  I will be purchasing in every color 💚,
Andrea,My son loves these!,https://www.amazon.com/gp/customer-reviews/R25JM06VT5KQ53/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CB69N1CM,"5.0 "," the United States "," January 17, 2025",Size: SmallColor: 1-black,Verified Purchase,My 12 year-old son loves these pants and wears them often. He says they are comfortable and fit well.,
Patrick King,I LOVE THESE,https://www.amazon.com/gp/customer-reviews/R1UVAK6UVJL9D0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CB69N1CM,"5.0 "," the United States "," January 14, 2025",Size: MediumColor: 1-dark Green,Verified Purchase,"I have a black pair and the green pair and I’m obsessed. I wear them all the time to lounge in, travel in, workout in, and they’re comfy af I’m obsessed with them! I’m buying more and I can’t wait. They’re a good price for the quality! They fit perfectly. I’m a medium in these and I’m about 6’1 180lbs.",
Sara Quintero,Good product !!,https://www.amazon.com/gp/customer-reviews/R1YJZWW3OPGA7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CB69N1CM,"5.0 "," the United States "," December 30, 2024",Size: LargeColor: 1-black,Verified Purchase,"We love it, perfect size, great material and looks good",
Raymond S. Owens,Very  nice light weight for the  summer,https://www.amazon.com/gp/customer-reviews/R2KK3UQ8FLUFC0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CB69N1CM,"4.0 "," the United States "," December 30, 2024",Size: X-LargeColor: 1-jean Blue,Verified Purchase,Like !!! Nice.,
N&#47;A,Cheaply made,https://www.amazon.com/gp/customer-reviews/RKVEV5UVSKCRK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CB69N1CM,"1.0 "," the United States "," December 27, 2024",Size: LargeColor: 1-black,Verified Purchase,"The pants are made out of polyester, and very poorly made.",
Elyōn,Awesome,https://www.amazon.com/gp/customer-reviews/R8AH21BHI7JLP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CB69N1CM,"5.0 "," the United States "," December 14, 2024",Size: X-LargeColor: 1-light Green,Verified Purchase,Great quality,
Deb,Bad quality,https://www.amazon.com/gp/customer-reviews/RV04PKA5GIZ95/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CB69N1CM,"1.0 "," the United States "," December 12, 2024",Size: MediumColor: 1-black,Verified Purchase,The material is so thin!,
MACception,Favorite pants I've ever owned,https://www.amazon.com/gp/customer-reviews/R29YIGTKB0CZDC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CB69N1CM,"5.0 "," the United States "," November 25, 2024",Size: XX-LargeColor: 1-jean Blue,Verified Purchase,They've got a few threads loose which is a little concerning but they're the most comfortable pants I've ever owned and they look great too.,
Jeremy Totten,Pants,https://www.amazon.com/gp/customer-reviews/R1ES4711GWRXI7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CB69N1CM,"1.0 "," the United States "," November 24, 2024",Size: XX-LargeColor: 1-dark Gray,Verified Purchase,Material is very thin.,
michael molder,They are awesome,https://www.amazon.com/gp/customer-reviews/R307IICP0W5REU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CB69N1CM,"5.0 "," the United States "," November 20, 2024",Size: MediumColor: 2-tie Dye-black,Verified Purchase,I got these for a rave festival but now I just wear them around the house super comfortable. Size wise I actually had to go down to a medium. 5'7 200lbs,
